Nike Global Manufacturing Data Export - Filters applied: ((none)),,,,,,,,,,,,,,,,,,
Factory Name,Product Type,"Nike, Inc. Brand(s)",Events,Address,City,State,Postal Code,Country,Operating Region,Total Workers,Line Workers,% Female Workers,% Migrant Workers,Contact Name,Contact Phone,Contact Fax,Contact Email,Subcons
ZHANGJIAGANG CHINA RESOURCES ACCESSORIZES CO.LTD,Equipment,Nike,College,"ZHANGJIAGANG ECONOMIC DEVELOPMENT ZONE(NO.16,CHANGXIN ROAD,YANGSHE TOWN)",ZHANGJIAGANG,JIANGSU,215600,China,Greater China,235,200,70,0,PING ZHANG,0512-58916388,0512-58162006,info@huaxiacap.com,
"ZHEJIANG PALMA DRESS CO., LTD",Apparel,Nike,,SHENDANG INDUSTRIAL AREA,HAIYAN,ZHEJIANG,314311,China,Greater China,343,252,75,0,,,,,
ZHENJIANG TUNTEX GARMENT CO; LTD.,Apparel,Nike,,"NO. 10, FUDA VENTURE PARK, JURONG ECONOMIC DEVELOPMENT ZONE",ZHENJIANG,JIANSU PROVINCE,212400,China,Greater China,420,270,72,29.6,,,,,
ZHIQIAO GARMENT CO.LTD.,Apparel,Nike,,"49#GONGYE ROAD, WANQINGSHA TOWN, PANYU DISTRICT",GUANGZHOU,GUANGDONG,511462,China,Greater China,220,194,70,92.8,,,,,
ZHIXIANG KNIT CLOTHING FACTORY,Apparel,Nike,,"THE INDUSTRY PARK OF HAITONG TOWN,SHEYANG CITY",SHEYANG,JIANGSU,224373,China,Greater China,218,213,70,0,,,,,
ZHONGSHAN WORLDMARK SPORTING GOODS LTD.,Equipment,Nike,,"ZONE 1, ZHONGSHAN PORT EXPOT PROCESS ZONE, ZHONGSHAN, GUANGDONG",ZHONGSHAN,GUANGDONG,528437,China,Greater China,9633,8433,35,0.3,,,,,
ZIN HWA SPORTS,Equipment,Nike,,"3RD IND. AREA, KENG ZI TOWN, PANSHAN QU",SHENZHEN,GUANGDONG,518122,China,Greater China,607,457,52,0,,,,,
"JOE ANNE DOMINICA, LTD",Apparel,Nike,,ALVAREZ BOGAERT #8,SANTIAGO,SANTIAGO,11114,Dominican Republic,Emerging Markets,419,355,60,0,,,,,
"POWERS ATLETICO, S.A.",Apparel,Nike,College,ZONA FRANCA DE NIGUA,SAN CRISTOBAL,,,Dominican Republic,Emerging Markets,30,26,65,3.8,ROBERT CUSTODIO,809-957-1700,809-957-1800,robertcustodio@hotmail.com,
EGYPTIAN TEE FACTORY,Apparel,Nike,,"A-6 ZONE, 103-104",10TH OF RAMADAN CITY,SHARKIYYA,,Egypt,Emerging Markets,818,543,45,0,,,,,
JADE APPAREL INDUSTRIES SAE,Apparel,Nike,,THIRD INDUSTRIAL ZONE,ALEXANDRIA,,,Egypt,Emerging Markets,312,192,45,3.1,,,,,
SOLOTEX,Equipment,Nike,,3 ALI FARAHAT ST. - SHOBRA EL KHEIMA,CAIRO,,,Egypt,Emerging Markets,85,75,42,0,,,,,
TEXTILES INTERNATIONAL OF EGYPT LTD.,Apparel,Nike,,PUBLIC FREE ZONE - NASR CITY,CAIRO,,11816,Egypt,Emerging Markets,737,337,51,0,,,,,
DECOTEX,Apparel,Nike,College,"CARR. A SANTA ANA, KM. 36",CIUDAD ARCE,LA LIBERTAD,Zona 13,El Salvador,Emerging Markets,345,332,50,0,MARIO ESCAMILLA,503-2327-6600 Ext. 500,503-2340-8600,mescamilla@decotexintl.com,
SUPERTEX EL SALVADOR S.A. DE C.V.,Apparel,Nike,,ZONA FRANCA DIEZ PLANTA 3,CHALCHUAPA,SANTA ANA,,El Salvador,Emerging Markets,300,260,85,1.5,,,,,
INDIANA KNITWEAR,Apparel,Nike,,"CALZADA CONCEPCION 5TA CALLE, 5-26",VILLA NUEVA,GUATEMALA,,Guatemala,Emerging Markets,417,229,58,0,,,,,
EYECATCHER,Apparel,Nike,,A. HOFMANWEG 39-A,HAARLEM,,2031 BH,Holland,Western Europe,9,5,2,0,,,,,
LISTON TEXTEILDRUKKERIJ,Apparel,Nike,,RAFA薒WEG 54,SUSTEREN,LIMBURG,6114 BZ,Holland,Western Europe,10,8,90,0,,,,,
MR. BADGE,Apparel,Nike,,EDISONWEG 6,WOERDEN,,3442 AC,Holland,Western Europe,33,18,35,0,,,,,
RIETVELD SERIGRAFIE BV,Apparel,Nike,,PRINSES MARGRIETLAAN 10,ALPHEN AAN DEN  RIJN,ZUID HOLLAND,2404 HA,Holland,Western Europe,32,16,36,0,,,,,
EL BARON,Apparel,Nike,College,"ZONA LIBRE EL CARMEN, COLONIA UNIVERSAL SEGUN CALLLE CARRETERA VIEJA A LA LIMA",SAN PEDRO SULA,CORTES,,Honduras,Emerging Markets,930,600,65,1.2,PETER POTTEIGER,(504) 557-9620,(504) 557-8222,pete@nhapparel.com,
GRUPO BETA,Apparel,Nike,,ZONA LIBRE METROPOLITANA,TEGUCIGALPA,HONDURAS,,Honduras,Emerging Markets,4568,4112,84,0.1,,,,,
MANUFACTURADORA TEXTIL DE HONDURAS,Apparel,Nike,,ZIP CALPULES EDIFICIO 8,SAN PEDRO SULA,CORTES,C.A.,Honduras,Emerging Markets,320,150,87,0,,,,,
PINEHURST MANUFACTURING,Apparel,Nike,,ZOLI ST. ANDREWS,SAN PEDRO SULA,CORTES,,Honduras,Emerging Markets,784,561,66,0,,,,,
"SOUTHERN APPAREL CONTRACTORS, S.A.",Apparel,Nike,College,"ZIP CALPULES EDIF. 12, 13, 16A,16B,17A,17B,18A & 18B , AUTOPISTA AL AEROPUERTO, CARRETERA HACIA LA L",SAN PEDRO SULA,CORT?S,10492,Honduras,Emerging Markets,1420,900,65,0.2,MARCIAL MARTINEZ,(504)2559-0312,(504)2559-0310,marcial.martinez@nhapparel.com,
STAR,Apparel,Nike,College,KM 7 CARRETERA SALIDA A TELA,EL PROGRESO,YORO,,Honduras,Emerging Markets,2200,1850,70,0.1,ANVIL  KNITWEAR,212-476-0300,(504)648-2259,anvilknitwear.com,
EASELEY KNITWEAR LIMITED,Apparel,Nike,,"5/F, NO.22-24, TAI YAU STREET, SAN PO KONG",,KOWLOON,,Hong Kong,Greater China,55,40,85,0,,,,,
UP TO DATE GARMENT FACTORY,Apparel,Nike,,"FLAT D, 2/F., CHINACHEM IND. MANSION, 202-204 CHOI HUNG ROAD",HONG KONG,HONG KONG,,Hong Kong,Greater China,13,12,90,0,,,,,
HINDUJA PROCESSING AND FINISHING,Apparel,Nike,,"NO.2, 5TH CROSS",BANGALORE,KARNATAKA,560 026,India,Emerging Markets,960,740,80,0,,,,,
HINDUJA SPORTS WEAR,Apparel,Nike,,"NO.73/19/5, INDUSTRIAL AREA",BANGALORE,KARNATAKA,560 022,India,Emerging Markets,879,691,70,0,,,,,
IMPERIAL GARMENTS,Apparel,Nike,,"PLOT NO. 5 & 6, IDA",MEDAK DIST,ANDHRA PRADESH,502 319,India,Emerging Markets,491,240,75,0,,,,,
INDIGO BLUES,Apparel,Nike,,"PLOT NO. 02, KIADB, INDUSTRIAL AREA",DODDABALLAPUR,,581203,India,Emerging Markets,1341,1290,57,0,,,,,
INTERNATIONAL CLOTHING COMPANY -II,Apparel,Nike,,"SY # 113, HONGASANDRA VILLAGE, BEGUR HOBLI, 7TH MILE,",BANGALORE,KARNATAKA,560 068,India,Emerging Markets,1750,1137,75,0,,,,,
NAKULAN TEX,Apparel,Nike,,"114 - A, CHATHIRAMPUDUR",PERUNDURAI,TAMIL NADU,638 052,India,Emerging Markets,1350,650,60,0.9,,,,,
PRB SEZ UNIT,Apparel,Nike,,A 15 & 16 APPAREL PARK PHASE II INDORE SEZ SECTOR III,"PITHAMPUR, DISTRICT DHAR",MADHYA PRADESH,454774,India,Emerging Markets,2254,2024,20,34.6,,,,,
SANSPAREILS GREENLANDS PVT LTD,Equipment,Nike,,"PLOT NO. 1250, GANGOL ROAD",MEERUT,UTTAR PRADESH,250103,India,Emerging Markets,912,833,1,0,,,,,
SEHGAL INDUSTRIES,Footwear,Nike,,BASTI BAWA KHEL,JALANDHAR,PUNJAB,144021,India,Emerging Markets,66,61,29,0,,,,,
SOL TEC,Footwear,Nike,,3901 & 3903,DEHRADUN,UTTRAKHAND,248140,India,Emerging Markets,110,85,0,35.3,,,,,
SSIPL RETAIL LIMITED,Footwear,Nike,,"P-5/4, UPSIDC","SELAQUI, DEHRADUN",UTTRAKHAND,248197,India,Emerging Markets,297,249,61,0.4,,,,,
THE UNIQUE CREATIONS (B) PVT. LTD.,Apparel,Nike,,"NO.44, INDUSTRIAL SUBURB",BANGALORE,KARNATAKA,560 022,India,Emerging Markets,1381,1113,75,0,,,,,
CHANG SHIN INDONESIA,Footwear,Nike,,"JL DUSUN GINTUNGKOLOT RT 16/04, GINTUNGKERTA , KLARI",KARAWANG,WEST JAVA,41371,Indonesia,Emerging Markets,9183,8367,87,0,,,,,
PT ADIS DIMENSION FOOTWEAR,Footwear,Nike,,JL. RAYA SERANG KM. 24,TANGERANG,BANTEN,15610,Indonesia,Emerging Markets,10505,9832,60,0.2,,,,,
PT DAYUP INDO,Equipment,Nike,College,"NUSANTARA BONDED ZONE (KBN), JL. MADURA 6 BLOCK D13A",JAKARTA,DKI JAKARTA,14140,Indonesia,Emerging Markets,1231,1167,95,0,UNG CHIE SUK,62-21-4482-0025,62-21-4482-0033,ucsuk@dayupindo.com,
PT DONG A DECAL,Apparel,Nike,,JLN IRIAN BLOK E=09A-09B,JAKARTA,DKI JAKARTA,14140,Indonesia,Emerging Markets,320,158,48,0,,,,,
PT FENG TAY INDONESIA ENTERPRISES,Footwear,Nike,,JL. RAYA BANJARAN KM. 14.6,BANDUNG,WEST JAVA,40377,Indonesia,Emerging Markets,10193,8576,64,0,,,,,
PT KAHOINDAH CITRAGARMENT,Apparel,Nike,College,JL. INSPEKSI KALIMALANG RT 004/003,BEKASI,WEST JAVA,17510,Indonesia,Emerging Markets,3994,3182,84,0,KYU BACK HWANG,62-21-8800475,62-21-8807468,kaho2@kaho2.co.id,
PT KMK GLOBAL SPORTS / K1,Footwear,Nike,,CIKUPA MAS INDUSTRIAL ESTATE & WAREHOUSE,TANGERANG,BANTEN,15710,Indonesia,Emerging Markets,13590,12211,76,0,,,,,
PT KUKDONG INTERNATIONAL,Apparel,Nike,College,"JL. RAYA NAROGONG KM 12 NO.8 DESA CIKIWUL KEC, KAB.",BEKASI,WEST JAVA,17310,Indonesia,Emerging Markets,1349,860,90,1.4,STEVE KIM,6221-8250870 ext 457,62 21 82600016,stevekim@kd.co.kr,
PT NIKOMAS GEMILANG,Footwear,Nike,,JL. RAYA SERANG KM. 72 DESA TAMBAK,SERANG,BANTEN,42186,Indonesia,Emerging Markets,23029,21944,85,0,,,,,
PT PA RUBBER INDONESIA JAYA,Footwear,Nike,,JL. MODERN INDUSTRI III NO. 7B KAWASAN INDUSTRI MODERN NAMBO ILIR KIBIN,SERANG,BANTEN,42186,Indonesia,Emerging Markets,350,210,70,0,,,,,
PT PANTJATUNGGAL KNITTING MILL,Apparel,Nike,,JL. SIMONGAN 98,SEMARANG,JAWA TENGAH,50148,Indonesia,Emerging Markets,1988,1769,92,0,,,,,
PT PILAR PUTERA SEJATI,Apparel,Nike,,"JL. RAYA SUKABUMI, RT 01 RW 02",SUKABUMI,WEST JAVA,43359,Indonesia,Emerging Markets,916,708,86,0.1,,,,,
PT PRATAMA ABADI INDUSTRI,Footwear,Nike,College,JL. RAYA SERPONG KM. 7,TANGERANG SELATAN,BANTEN,15325,Indonesia,Emerging Markets,17020,16031,84,0,SEO YEONG YUL,62215396123,62215396141,yyseo@pratama.net,
PT R PRIMA JAYA,Apparel,Nike,,JL. RAYA KALIGAWE KM 8,SEMARANG,CENTRAL JAVA,50117,Indonesia,Emerging Markets,690,503,88,0,,,,,
PT SANDANG MUTIARA CEMERLANG,Apparel,Nike,,JALAN WARUNG BONGKOK - DESA SUKA DANAU - CIBITUNG,BEKASI,JAWA BARAT,17520,Indonesia,Emerging Markets,1100,600,90,0,,,,,
PT SANNITTA ABADI,Apparel,Nike,College,"DUSUN LEDOK, DESA KEMIRISEWU",PANDAAN,EAST JAVA,67156,Indonesia,Emerging Markets,277,253,90,0,RATNA  PURNOMO,0343-631753,0343-631755,ratna@sannita.co.id,
PT SEMARANG GARMENT,Apparel,Nike,College,JL SUKARNO HATTA KM 25,SEMARANG,CENTRAL JAVA,50552,Indonesia,Emerging Markets,2795,1698,95,0.6,KIM HAK HEE,82-02-3407-7701,62-24-6921305,skbyun@kd.co.kr,
PT SUNG SHIN INDONESIA,Footwear,Nike,,JL.RAYA NAROGONG KM.6,BEKASI,JAWA BARAT,17116,Indonesia,Emerging Markets,1100,990,70,0,,,,,
PT TRIGOLDENSTAR WISESA,Apparel,Nike,,JL. RUMAMBE DESA ANGGADITA KEC. KLARI,KARAWANG,WEST JAVA,41371,Indonesia,Emerging Markets,3766,3373,86,0,,,,,
PT TUNTEX GARMENT INDONESIA-TGR,Apparel,Nike,,JLN. MOCH TOHA NO. 29 / KM 2,TANGERANG,BANTEN,15112,Indonesia,Emerging Markets,1935,1335,90,0.4,,,,,
PT TUNTEX GARMENT-TJP,Apparel,Nike,,BLOK C UNIT  I-3 PT.KAWASAN BERIKAT NUSANTARA,JAKARTA,DKI,14310,Indonesia,Emerging Markets,840,660,91,0,,,,,
PT. ASIA DWIMITRA INDUSTRI,Footwear,Nike,,JL. RAYA LEGOK KM. 6.2 CIJANTRA,TANGERANG,BANTEN,15335,Indonesia,Emerging Markets,6140,5878,50,0.2,,,,,
PT. GRAND BEST INDONESIA,Apparel,Nike,,"JL. COASTER NO. 8 BLOK B 18, 19, 20,  21, 22  TANJUNG EMAS EXPORT PROCESSING ZONE, SEMARANG",SEMARANG,JAWA TENGAH,50174,Indonesia,Emerging Markets,2486,1644,94,0,,,,,
PT. GREENTEX INDONESIA UTAMA,Apparel,Nike,College,KAWASAN BERIKAT NUSANTARA,JAKARTA UTARA,DKI JAKARTA,14140,Indonesia,Emerging Markets,926,811,93,0,,,,,
PT. LADEWINDO GARMENT MANUFACTURER,Apparel,Nike,,"JL MOJO NO. 818 KM 1.5 SONGGONORUNGGI, DAGEN, JATEN, KARANGANYAR",SOLO,CENTRAL JAVA,57771,Indonesia,Emerging Markets,940,669,75,0,,,,,
PT. PANCAPRIMA EKABROTHERS,Apparel,Nike,,JL. SILIWANGI NO. 178A,TANGERANG,BANTEN,15133,Indonesia,Emerging Markets,4878,4298,85,0,,,,,
PT. VICTORY CHINGLUH INDONESIA,Footwear,Nike,,"JL. OTONOM PASAR KEMIS NO.48/49 RT.003/RW.004, PASAR KEMIS",TANGERANG,BANTEN,15560,Indonesia,Emerging Markets,5267,4630,84,1.6,,,,,
SINAR TIMUR INDUSTRINDO,Footwear,Nike,,"JL. RAYA SERANG KM 25,6 CISEREH TIGARAKSA",TANGERANG,BANTEN,15720,Indonesia,Emerging Markets,685,431,51,0,,,,,
SUMBER MASANDA JAYA,Footwear,Nike,,"JL RAYA SERANG KM 25,6 BALARAJA, KAWASAN INDUSTRI BENUA PERMAI",TANGERANG,BANTEN,15720,Indonesia,Emerging Markets,1864,1826,97,0,,,,,
ROTEX 1980/GILON SPORTSWEAR LTD.,Apparel,Nike,,HASADNA 6,KFAR SABA,ISRAEL,44641,Israel,Central and Eastern Europe,117,77,80,0,,,,,
APG SRL,Apparel,Nike,,"VIALE DEL LAVORO, 8",SORGA,VERONA,37060,Italy,Western Europe,111,96,95,0,,,,,
DIAMANT SRL,Footwear,Nike,,VIALE DEL LAVORO 8,SORGA,VERONA,37060,Italy,Western Europe,208,183,70,0,,,,,
VISTA EYEWEAR SRL,Equipment,Nike,,VIA DEGLI ALPINI 14/B,ALANO DI PIAVE,BELLUNO,32031,Italy,Western Europe,42,31,60,9.7,,,,,
"APTY MARUWA CO., LTD.",Apparel,Nike,,"85-4 SANNAI AZA INAMOTO OAZA,",AOMORI-CITY,AOMORI-PREF,038-0031,Japan,Japan,125,101,92,0,,,,,
ATOMS,Equipment,Nike,,156-5 DAIFUKU,SAKURAI,NARA PREFECTURE,633-0067,Japan,Japan,6,6,0,0,,,,,
"CROSTER CO.,LTD.",Equipment,Nike,,231-2 IZUMI,MISATO,SAITAMA,341-0054,Japan,Japan,3,1,0,0,,,,,
"ENDO MANUFACTURING CO.,LTD",Equipment,Nike,,5-3 CHUO DORI,TSUBAME,NIIGATA,959-1244,Japan,Japan,245,199,24,0,,,,,
"HATAKEYAMA CO., LTD",Equipment,Nike,,2-3-13 NAGAREMACHI,OSAKA-SHI,OSAKA-FU,547-0032,Japan,Japan,14,10,10,0,,,,,
HAYAFUJI,Footwear,Nike,,"96-9, HARADANIINUI-CHO, OOKITAYAMA",KYOTO-SHI,KYOTO-FU,603-8487,Japan,Japan,19,18,58,0,,,,,
"KITAI  CO., LTD",Equipment,Nike,,32 TAKA,KASHIBA,NARA,639-0241,Japan,Japan,54,51,52,0,,,,,
KIZAKI CO. LTD.,Equipment,Nike,,561-2 KAMASU,KOMORO,NAGANO,384-0061,Japan,Japan,30,28,14,0,,,,,
MATSUDA BABY SANGYO,Equipment,Nike,,"82-2,TERADA-CHO",KASHIHARA,NARA,634-0817,Japan,Japan,29,23,65,39.1,,,,,
"NIPPON SHAFT CO., LTD.",Equipment,Nike,,5636 HIGASHI-INA,KOMAGANE,NAGANO,399-4321,Japan,Japan,120,85,20,0,,,,,
"NORTHLAND CO., LTD.",Equipment,Nike,,"9, SABANABI",NANJYOU-GUN,FUKUI,919-0212,Japan,Japan,66,61,57,11.5,,,,,
NSK ECHO MARK GUNMA FTY,Apparel,Nike,,746 OOAZA KAWATO HIGASHI AGATSUMACHO AGATSUMAGUN GUNMA,,GUNMA PREF,377-0802,Japan,Japan,40,29,60,0,,,,,
OKAMOTO CORPORATION,Equipment,Nike,,150-1 OTSUKA KORYO-CHO,KITAKATSURAGI-GUN,NARA,635-8550,Japan,Japan,40,33,57,0,,,,,
OTOYO LTD.,Apparel,Nike,,"1166-8 KUSUME, TOSA-YAMADA MACHI",,KOOCHI,782-0051,Japan,Japan,73,72,85,11.1,,,,,
OTOYO OTOYO FTY,Apparel,Nike,,214-7 HIGASHIDOI OTOYO-CHO NAGAOKA GUN,,KOCHI,789 0166,Japan,Japan,32,26,90,26.9,,,,,
OTOYO RYUTSU FTY,Apparel,Nike,,164-1 HIGASHIDOI OTOYO-CHO NAGAOKA-GUN,,KOCHI PRE,789 0166,Japan,Japan,27,27,4,14.8,,,,,
"SATO KNIT CO., LTD",Apparel,Nike,,2653 -1 KITAHAMA-MACHI,AMAKUSA-CITY,KUMAMOTO,863 0011,Japan,Japan,42,42,93,33.3,,,,,
SEWING JONAH,Apparel,Nike,,11-71   8-CHOME CHIKAMI,KUMAMOTO -CITY,KUMAMOTO,861 4101,Japan,Japan,44,43,90,37.2,,,,,
"SUMIKEI TECHNO ENA OC., LTD",Equipment,Nike,,18-1 KUSUMI,ENA,GIFU,509-7206,Japan,Japan,130,120,10,0,,,,,
"TABAX CO., LTD.",Equipment,Nike,,"651-2, INDUSTRIAL PARK, OMIYA-MACHI",NAKA-GUN,IBARAKI-PREF,319-2194,Japan,Japan,28,55,65,0,,,,,
TAIHEI BAT FACTORY,Equipment,Nike,,972 FUKUMITSU,NANTO,TOYAMA,939-1646,Japan,Japan,14,10,65,0,,,,,
THERMOS KK NIGATA,Equipment,Nike,,1435 SHIMO NAKANO,TSUBAME,NIIGARA,959-0215,Japan,Japan,143,37,55,0,,,,,
"TOYAMA SPORTS GOODS CO., LTD.",Equipment,Nike,,345 FUKUMITSU,NANTO,TOYAMA,939-1637,Japan,Japan,3,3,2,0,,,,,
"YORKS CO.,LTD.",Equipment,Nike,,609-2 MINATO,HIGASHIKAGAWA-CITY,KAGAWA,769-2798,Japan,Japan,77,19,63,0,,,,,
BUMCHANG DOORI,Equipment,Nike,,"183-3, SANGDAEWON-DONG,JOONGWOKU",SUNGNAM CITY,KYUNG KI DO,,Korea,Emerging Markets,10,9,60,0,,,,,
CHANG DAE APPAREL,Apparel,Nike,,"#161-1, CHANG DAE BUILDING, MUK-DONG",SEOUL,KOREA,131-823,Korea,Emerging Markets,46,47,80,0,,,,,
CHANGSHIN INC.,Footwear,Nike,,"#558, SHINPYEONG-DONG, SAHA-GU",BUSAN,KOREA,604-030,Korea,Emerging Markets,424,175,39,0,,,,,
DAYUP(IMEX),Equipment,Nike,College,SONGPAKU,SEOUL,,,Korea,Emerging Markets,29,26,46,0,,,,,
EMT / DONG YOON KNIT  ( D H INTERNATIONAL LTD. ),Apparel,Nike,,CHANG-5DONG 267-1,SEOUL,,132-906,Korea,Emerging Markets,3,3,67,0,,,,,
HYUNDAI SPORTS,Apparel,Nike,,"#303 SAMSUNG IT VALLEY, 197-5 GURO-DONG",SEOUL,KOREA,152-050,Korea,Emerging Markets,45,23,85,0,,,,,
NAMIL CORPORATION,Apparel,Nike,,"52-12, SHINWOLDONG",SEOUL,KOREA,158-095,Korea,Emerging Markets,50,32,64,0,,,,,
SUNIL TRADING,Equipment,Nike,,"4785-3,SUJIN2DONG,SOOJUNG-GU (FINISHING)",SUNGNAM CITY,KYUNG KI DO,461-182,Korea,Emerging Markets,22,21,60,0,,,,,
"TAEKWANG INDUSTRY CO., LTD.",Footwear,Nike,,"258-9, AN-DONG",GIMHAE,GYUNGNAM,621-200,Korea,Emerging Markets,527,164,30,0,,,,,
FU SON GARMENT FACTORY,Apparel,Nike,,NO.123 AVENIDA ALMIRANTE LACERDA,MACAU,,,Macau,Emerging Markets,290,240,90,64.6,,,,,
CNT GARMENT SDN .BHD.,Apparel,Nike,,"NO 108, 109, 110 & 111 JALAN CENGAL 1/5",KULIM,KEDAH,9000,Malaysia,Emerging Markets,69,55,40,74.5,,,,,
GOLDEN VERTEX SDN BHD,Apparel,Nike,,"18, JALAN KILANG",BATU PAHAT,JOHOR,83010,Malaysia,Emerging Markets,299,277,32,76.2,,,,,
HONSIN APPAREL SDN. BHD.,Apparel,Nike,,531 BATU 2 1/2,BATU PAHAT,JOHOR,83000,Malaysia,Emerging Markets,1184,1104,44,80.2,,,,,
HONSIN APPAREL SDN. BHD. (SEGAMAT BRANCH),Apparel,Nike,,NO 1 TO 8 JALAN BISTARI 2/1,SEGAMAT,JOHOR,85000,Malaysia,Emerging Markets,93,92,78,19.6,,,,,
PLAS INDUSTRIES SDN BHD,Apparel,Nike,,"6944, JALAN MAK MANDIN",BUTTERWORTH,PENANG,13400,Malaysia,Emerging Markets,391,256,36,122.3,,,,,
SONG LIN GARMENT SDN BHD,Apparel,Nike,,"LOT 4440, BATU 3, BATU PAHAT, JALAN KLUANG",JOHOR,JOHOR,83000,Malaysia,Emerging Markets,669,407,54,0,,,,,
SOUTH ISLAND GARMENT SDN. BHD.,Apparel,Nike,,"2468, SOLOK PERUSAHAAN DUA, KAWASAN PERUSAHAAN PRAI",PRAI,PENANG,13600,Malaysia,Emerging Markets,277,88,77,64.8,,,,,
SOUTH ISLAND GARMENT SDN. BHD.,Apparel,Nike,,"LOT 352, MK 12, SUNGAI BAKAP, 14200 SUNGAI JAWI, SEBERANG PERAI SELATAN",SEBERANG PERAI SELATAN,PENANG,14200,Malaysia,Emerging Markets,730,701,40,68,,,,,
TAI WAH GARMENTS INDUSTRY SDN BHD,Apparel,Nike,,"LOT. 7327, BT 21, JLN AIR HITAM",KULAI,JOHOR,81000,Malaysia,Emerging Markets,305,116,45,162.9,,,,,
TAI WAH GARMENTS INDUSTRY SDN. BHD (JEMENTAH),Apparel,Nike,,"NO.7-10, JALAN PUTERI",SEGAMAT,JOHOR DARUL TAKZIM,85200,Malaysia,Emerging Markets,141,129,73,19.4,,,,,
TAI WAH GARMENTS INDUSTRY SDN. BHD (LABIS),Apparel,Nike,,"NO. 133 & 135, JALAN SEGAMAT",SEGAMAT,JOHOR,85300,Malaysia,Emerging Markets,162,157,87,9.6,,,,,
TAI WAH GARMENTS INDUSTRY SDN. BHD (SEGAMAT),Apparel,Nike,,"LOT 449 & 451, JALAN PERKASA",SEGAMAT,JOHOR,85000,Malaysia,Emerging Markets,587,496,42,63.1,,,,,
TAI WAH GARMENTS INDUSTRY SDN. BHD (TANGKAK),Apparel,Nike,,"NO. 1408-1434, JALAN BUNGA RAYA",TANGKAK,JOHOR DARUL TAKZIM,84900,Malaysia,Emerging Markets,227,197,64,34.5,,,,,
TAI WAH GARMENTS INDUSTRY SDN. BHD. - K3,Apparel,Nike,,"57, JALAN HAJI MANAN",KLUANG,JOHOR,86000,Malaysia,Emerging Markets,141,34,57,267.6,,,,,
TAI WAH GARMENTS INDUSTRY SDN. BHD.- KL1,Apparel,Nike,,"60 & 70B, JALAN HAJI MANAN",KLUANG,JOHOR,86000,Malaysia,Emerging Markets,615,461,55,67,,,,,
TAI WAH GARMENTS INDUSTRY SDN.BHD,Apparel,Nike,,"527,JALAN KANGKAR TEBRAU",JOHOR BAHRU,JOHOR,81100,Malaysia,Emerging Markets,152,13,64,161.5,,,,,
TUKANG JAHIT MENG HUAT,Apparel,Nike,,NO. 5 JALAN PERNIAGAAN SERI AMAN 4,SUNGAI BAKAP,PENANG,14200,Malaysia,Emerging Markets,55,54,18,90.7,,,,,
UNITED SWEETHEARTS GARMENT SDN BHD,Apparel,Nike,,"846, JALAN RAYA, (FRONT BLOCK)",SUNGAI BAKAP,PENANG,14209,Malaysia,Emerging Markets,234,30,49,213.3,,,,,
UNITED SWEETHEARTS GARMENT SDN BHD,Apparel,Nike,College,"846, JALAN RAYA",SUNGAI  BAKAP,PENANG,14209,Malaysia,Emerging Markets,691,566,21,91.9,TANG CHONG CHIN,604-5858005,604-5858199,cctang@usg.com.my,
UNITED SWEETHEARTS GARMENT SDN BHD,Apparel,Nike,,"PLOT 38, TAMAN RIA JAYA INDUSTRIAL ESTATE",SUNGAI PETANI,KEDAH,8000,Malaysia,Emerging Markets,634,449,39,82.4,,,,,
CALIFORNIA TEXTILE S.A. DE C.V.,Apparel,Nike,,CALIFORNIA 1768 SUR,"ESPERANZA, CD OBREGON",SONORA,85210,Mexico,Emerging Markets,1733,1653,68,9,,,,,
CO RI NO S.A DE C.V,Footwear,Nike,,AVENIDA DEL ZAPATERO 308,LEON,GUANAJUATO,37290,Mexico,Emerging Markets,275,218,44,0,,,,,
CONFECCIONES BAQUITA S.A. DE C.V.,Apparel,Nike,,CALLE 20 NUM 84 X 15 Y 17,BACA,YUCATAN,97450,Mexico,Emerging Markets,81,62,58,0,,,,,
DOMENICO INTERNACIONAL S.A. DE C.V.,Equipment,Nike,,PRIVADA 10 ORIENTE NO. 815-B,SAN ANDRES CHOLULA,PUEBLA,72810,Mexico,Emerging Markets,92,68,60,0,,,,,
EUROAMERICANA DE CALZADO,Footwear,Nike,,AV. TECNOLOGICO #205,LEON,GUANAJUATO,37290,Mexico,Emerging Markets,433,399,44,0,,,,,
KAROSSO / HILDA ANGUIANO VELAZQUEZ,Footwear,Nike,,PROLONGACION MIGUEL HIDALGO 1125,SAN FRANCISCO DEL RINCON,GUANAJUATO,36310,Mexico,Emerging Markets,190,168,40,0,,,,,
"KD GARMENT, S.A. DE C.V.",Apparel,Nike,College,CALZADA IGNACIO ZARAGOZA 412,,PUEBLA,72210,Mexico,Emerging Markets,182,98,79,2,JUN KEE KWEON,12221684588,55 2221684588,kg_garment@yahoo.com.mx,
"LEOTEX TEXTILE, S.A. DE C.V.",Apparel,Nike,College,BLVD. C.T.M. S/N,CD. OBREGON,SONORA,85097,Mexico,Emerging Markets,2147,2135,80,2.8,TIM CHIANG,(01644) 4108888,(01644)4108880,timchiang@jowett.com ,
LINDA VISTA DE TLAXCALA S DE RL DE CV,Apparel,Nike,,PIEDRAS NEGRAS #1000 CD.,TETLA,TLAXCALA,90434,Mexico,Emerging Markets,1139,831,62,0,,,,,
