"oar_id","name","address","country_code","country_name","lat","lng","contributors","ppe_product_types","ppe_contact_phone","ppe_contact_email","ppe_website","is_closed"
"BD2019172576DA5","Fariha Knit Tex Ltd","West Masdair, Baroibhog, Enayet Nagar, Fatullah  Narayanganj Dhaka 1400","BD","Bangladesh",23.6469459,90.5107527,"Agreement on Sustainable Garments and Textile (AGT) (AGT 2019)|Agreement on Sustainable Garments and Textile (AGT) (AGT 2019 )|Accord on Fire and Building Safety in Bangladesh (Factories covered by the Accord on Fire and Building Safety in Bangladesh on 4 February 2021)|H&M Group (H&M Group Manufacturing Units 23 MARCH 2020)|Partnership for Sustainable Textiles (PST) (PST Nov 2020)|Better Cotton Initiative [Public List] (Better Cotton Initiative June 2020)|Esprit (Esprit Facility List October 2020)|HEMA B.V. (Hema's production location list Sept 2020)","","","","",""
"IN2019083A024B9","Fashion Accessories","Plot No 16 Sector 4 Imt Manesar Gurgaon Haryana","IN","India",28.3715732,76.9053278,"VF Corporation (VF Corporation Factory List May 2020)|H&M Group (H&M Group Manufacturing Units 23 MARCH 2020)|Partnership for Sustainable Textiles (PST) (PST Nov 2020)|Fair Trade USA (FTUSA Certified Factory List)","","","","",""
"VN2020084TWQSKD","FASHION GARMENTS CO.,LTD","TAM THANG INDUSTRIAL ZONE, TAM KY CITY, QUANG NAM PROVINCE 056000, TAM KY","VN","Vietnam",15.6264491,108.4764282,"H&M Group (H&M Group Manufacturing Units 23 MARCH 2020)|Partnership for Sustainable Textiles (PST) (PST Nov 2020)|Higg","","","","",""
"TR2020084563CK3","FATSA EKIP TEKSTIL INS SANTIC LTD STI","101. SOKAK, ORGANIZE SANAYI BOLGESI 560 PARSEL, NO:9 FATSA 52400, ORDU","TR","Turkey",41.031231,37.50036,"H&M Group (H&M Group Manufacturing Units 23 MARCH 2020)|Partnership for Sustainable Textiles (PST) (PST Nov 2020)","","","","",""
"BD201927607NNN7","FCI (BD) Ltd.","plot # 36-39, depz, ganakbari, 1349, savar, dhaka, dhaka","BD","Bangladesh",23.9493593,90.2708598,"Agreement on Sustainable Garments and Textile (AGT) (AGT 2019)|Accord on Fire and Building Safety in Bangladesh (Factories covered by the Accord on Fire and Building Safety in Bangladesh on 4 February 2021)|C&A (C&A Facility List April 2021)|H&M Group (H&M Group Manufacturing Units 23 MARCH 2020)|Partnership for Sustainable Textiles (PST) (PST Nov 2020)|Esprit (Esprit Facility List October 2020)|ZDHC Foundation (ZDHC Registered Facilities 21 February 2020)","","","","",""
"PT2020084ZY301N","FERNANDA FERNANDES E BARROS LDA","RUA DA PATEIRA, 17 4700-848, SAO PEDRO DE MERLIM","PT","Portugal",41.5760318,-8.4530226,"H&M Group (H&M Group Manufacturing Units 23 MARCH 2020)|Partnership for Sustainable Textiles (PST) (PST Nov 2020)","","","","",""
"PK20191713BP1E3","Feroze1888 Mills Limited","H-23/4°, Landhi Industrial Area Karachi Karachi 75150","PK","Pakistan",24.8461562,67.2341377,"Agreement on Sustainable Garments and Textile (AGT) (AGT 2019 )|H&M Group (H&M Group Manufacturing Units 23 MARCH 2020)|Partnership for Sustainable Textiles (PST) (PST Nov 2020)|Higg|Better Cotton Initiative [Public List] (Better Cotton Initiative June 2020)|HEMA B.V. (Hema's production location list Sept 2020)|ZDHC Foundation (ZDHC Registered Facilities 21 February 2020)|A Brand/Retailer","","","","",""
"TR2020084HME5FX","FERSA IC VE DIS TIC.TEKSTIL SAN.LTD STI","9.CADDE, ORGANIZE SANAYI BOLGESI, NO 4 MERKEZ 70000, KARAMAN","TR","Turkey",37.181009,33.222243,"H&M Group (H&M Group Manufacturing Units 23 MARCH 2020)|Partnership for Sustainable Textiles (PST) (PST Nov 2020)","","","","",""
"IT2020084N7XS98","FIORELLA LE CALZE DI VIOLA F. & C.  S.N.C.","VICOLO BABANA, 11 25010, ACQUAFREDD","IT","Italy",45.441698,10.995496,"H&M Group (H&M Group Manufacturing Units 23 MARCH 2020)|Partnership for Sustainable Textiles (PST) (PST Nov 2020)","","","","",""
"IN2020084HE2P53","FIRST GARMENT MANUFACTURING COMPANY INDIA PVT LTD - UNIT III","NO. 3/68, SAMATHUVAPURAM, ARASANOOR, THIRUMASOLAI (PO), SIVAGANGAI(DIST), ARASANOOR 630561, THIRUMASOLAI","IN","India",9.8538128,78.3292231,"H&M Group (H&M Group Manufacturing Units 23 MARCH 2020)|Partnership for Sustainable Textiles (PST) (PST Nov 2020)","","","","",""
"IN20200840RANYW","FIRST STEPS BABY WEAR PRIVATE LIMITED","NO.235-D, III PHASE, BOMMASANDRA INDUSTRIAL AREA, HOSUR ROAD. 560099, BANGALORE","IN","India",12.816086,77.6961467,"H&M Group (H&M Group Manufacturing Units 23 MARCH 2020)|Partnership for Sustainable Textiles (PST) (PST Nov 2020)","","","","",""
"IN20200841DG7ET","FIRST STEPS BABYWEAR PVT LTD (UNIT -7)","SURVEY NO.213/1B & 2B,HI- LOG HUB, NH-7,KRISHNAGIRI MAIN ROAD, GOLLAPA, PALLI VILLAGE, CHENNAPALLI,REVENUE, VILLAGE, SHOOLAGIRI, 635001, KRISHNAGIRI","IN","India",12.5231241,78.2103829,"H&M Group (H&M Group Manufacturing Units 23 MARCH 2020)|Partnership for Sustainable Textiles (PST) (PST Nov 2020)","","","","",""
"IN201924186PMJM","First Steps Babywear Pvt Ltd Unit-VI","Unit VI Plot No 19B 439P 442P Sipcot Industrial Complex Phase 2 Moranapalli Village Hosur 635109 Tamil Nadu ","IN","India",12.7244126,77.8654665,"Target Corporation (Target Apparel and Accessories Factory List February 2021)|Next Plc (Next Plc Tier 1 Manufacturing List)|Next Plc (Next Tier 1 Factory List July 2020)|H&M Group (H&M Group Manufacturing Units 23 MARCH 2020)|Partnership for Sustainable Textiles (PST) (PST Nov 2020)","","","","",""
"IN2020084CN8Q29","FIRST STEPS (UNIT 2 - NERALUR VILLAGE)","NO 45/1, NERALUR VILLAGE, GUDAHATTI GATE, ATTIBELE HOBLI, ANEKAL TALUK 562107, BANGALORE","IN","India",12.7957564,77.7398716,"H&M Group (H&M Group Manufacturing Units 23 MARCH 2020)|Partnership for Sustainable Textiles (PST) (PST Nov 2020)","","","","",""
"VN2019097SNXTQW","First Team (Vietnam) Garment Ltd.","Lot A1, Road 787, Thanh Thanh Cong IZ, An Hoa Commune,Trang Bang District, Tay Ninh Province, Vietnam","VN","Vietnam",11.021049,106.3192514,"PVH [Public List] (PVH  Facility List December 2020)|Uniqlo (Factories) [Public List] (Uniqlo March 30 2018 Facility List)|Gap Inc (Gap Inc Facility List - September 2020)|PUMA (PUMA Facility List 2020 - T2)|WikiRate e.V. (Gap Inc. Factory List March 2017)|H&M Group (H&M Group Manufacturing Units 23 MARCH 2020)|Partnership for Sustainable Textiles (PST) (PST Nov 2020)|Higg|Better Cotton Initiative [Public List] (Better Cotton Initiative June 2020)|PVH (OAR_Contributor_Template)","","","","",""
"BD20200665H4AGA","Flamingo Fashions Limited, Unit-2","Mariali, Joydebpur, Gazipur Gazipur  ","BD","Bangladesh",23.9999405,90.4202724,"Agreement on Sustainable Garments and Textile (AGT) (AGT 2019)|Accord on Fire and Building Safety in Bangladesh (Factories covered by the Accord on Fire and Building Safety in Bangladesh on 4 February 2021)|H&M Group (H&M Group Manufacturing Units 23 MARCH 2020)|Partnership for Sustainable Textiles (PST) (PST Nov 2020)|A Brand/Retailer","","","","",""
"PT2020084JZYP81","FONDEL CONFECCOES LDA","RUA DOS PEDRUCOS, NO:500, VILARINHO 4800-023, ST TIRSO","PT","Portugal",41.363774,-8.3434434,"H&M Group (H&M Group Manufacturing Units 23 MARCH 2020)|Partnership for Sustainable Textiles (PST) (PST Nov 2020)","","","","",""
"PT2019083HA09RQ","Fonte Faria Unipessoal, Lda","Rua Nsra Salvacao, 210 4755-234  Barcelos Cavado","PT","Portugal",41.4985262,-8.6646438,"Agreement on Sustainable Garments and Textile (AGT) (AGT 2019)|H&M Group (H&M Group Manufacturing Units 23 MARCH 2020)|Partnership for Sustainable Textiles (PST) (PST Nov 2020)|Esprit (Esprit Facility List October 2020)","","","","",""
"RO2019085CGXNW4","Formens S.R.L. - Fty","Calea Nationala 4 Botosano","RO","Romania",47.758303,26.62324,"PVH [Public List] (PVH  Facility List December 2020)|H&M Group (H&M Group Manufacturing Units 23 MARCH 2020)|Partnership for Sustainable Textiles (PST) (PST Nov 2020)|PVH (OAR_Contributor_Template)|John Lewis Partnership (OAR CSV file)","","","","",""
"CN2020084MGCVX9","FOSHAN NANHAI SHALIANNI UNDERWEAR CO., LTD.","NO.5, YANBU DADAO, NANHAI DISTRICT, FOSHAN CITY, GUANGDONG PROVINCE, CHINA 528247, FO SHAN","CN","China",23.0948539,113.179046,"H&M Group (H&M Group Manufacturing Units 23 MARCH 2020)|Partnership for Sustainable Textiles (PST) (PST Nov 2020)|ETAM GROUP (Undiz (Jan. 2021 Active Supplier List))|ETAM GROUP (Etam (Jan. 2021 Active Supplier List))","","","","",""
"BD2019083T3EFVJ","Fountain Garments Manufacturing Ltd.","61-62 Gazirchat Depz Road Baipail Ashulia Savar Dhaka Dhaka","BD","Bangladesh",23.9443717,90.2721282,"Accord on Fire and Building Safety in Bangladesh (Factories covered by the Accord on Fire and Building Safety in Bangladesh on 4 February 2021)|H&M Group (H&M Group Manufacturing Units 23 MARCH 2020)|Partnership for Sustainable Textiles (PST) (PST Nov 2020)|Kontoor Brands [Public List] (Kontoor Brands Tier 1 Facility List June 2020)|ZDHC Foundation (ZDHC Registered Facilities 21 February 2020)|A Brand/Retailer","","","","",""
"BD201908359JBY6","Four H Apparels Limited","295 Jalalabad Hathazari Road Baluchara Chittagong","BD","Bangladesh",22.405391,91.818245,"PVH [Public List] (PVH  Facility List December 2020)|Agreement on Sustainable Garments and Textile (AGT) (AGT 2019)|Next Plc (Next Plc Tier 1 Manufacturing List)|Next Plc (Next Tier 1 Factory List July 2020)|Accord on Fire and Building Safety in Bangladesh (Factories covered by the Accord on Fire and Building Safety in Bangladesh on 4 February 2021)|C&A (C&A Facility List April 2021)|H&M Group (H&M Group Manufacturing Units 23 MARCH 2020)|Primark [Public List] (Primark January 2020 Facility List)|Partnership for Sustainable Textiles (PST) (PST Nov 2020)|Higg|Better Cotton Initiative [Public List] (Better Cotton Initiative June 2020)|PVH (OAR_Contributor_Template)","","","","",""
"DE2019083JR53F1","Friedola 1888 GmbH","Topfmühle 1, 37276 Meinhard-Frieda","DE","Germany",51.1966,10.12633,"ALDI Einkauf Gmbh & Co. ohG (Main production sites March 2020)|H&M Group (H&M Group Manufacturing Units 23 MARCH 2020)|Partnership for Sustainable Textiles (PST) (PST Nov 2020)","","","","",""
"ET2020084RQ3QJ4","FUANLAI TEXTILE ETHIOPIA PLC","NEW/KIP 5&6,KEBELE 03,SOUTH WELLO, KOMBOLCHA TOWN 100001, AMHARA","ET","Ethiopia",11.0849336,39.7291837,"H&M Group (H&M Group Manufacturing Units 23 MARCH 2020)|Partnership for Sustainable Textiles (PST) (PST Nov 2020)","","","","",""
"CN2020084ZMRDVM","FUJIAN DAHONG INDUSTRY & DEVELOPMENT CO.,LTD.","ELECTRONIC INFORMATION PARK, HIGH-TECH DEVELOPMENT ZONE, SHISHI CITY,FUJIAN,CHINA 362712, SHISHI","CN","China",24.7713924,118.7671394,"H&M Group (H&M Group Manufacturing Units 23 MARCH 2020)|Partnership for Sustainable Textiles (PST) (PST Nov 2020)|Higg","","","","",""
"CN2019083KHMJAW","FUJIAN DONGFANG LIELANG CLOTHING WEAVING CO.,LTD ","Huangshi Instustrial Zone Huangshi Town Licheng District","CN","China",25.367633,119.078764,"Levi Strauss & Co. (Levi Strauss Co Facility List November 2020)|H&M Group (H&M Group Manufacturing Units 23 MARCH 2020)|Partnership for Sustainable Textiles (PST) (PST Nov 2020)|Higg|Better Cotton Initiative [Public List] (Better Cotton Initiative June 2020)|Amazon (Amazon Apparel Supplier List 2020)|TOMS [Public List] (TOMS Facility List July 2020)|2 Brands/Retailers","","","","",""
"CN2020084SPN9AR","FUJIAN NANAN WANJIAMEI STOCK CO., LTD","WANJIAMEI INDUSTRY ZONE, NANAN 362300, QUANZHOU","CN","China",24.9604975,118.3854324,"H&M Group (H&M Group Manufacturing Units 23 MARCH 2020)|Partnership for Sustainable Textiles (PST) (PST Nov 2020)","","","","",""
"CN2019100C9J1KS","Fujian Putian Xinyuan Footwear Co., Ltd.","Yongsheng road Huangshi industrial park, Putian, Fujian, China, Putian, Fujian","CN","China",25.367633,119.078764,"Target Corporation (Target Apparel and Accessories Factory List February 2021)|H&M Group (H&M Group Manufacturing Units 23 MARCH 2020)|Partnership for Sustainable Textiles (PST) (PST Nov 2020)|Higg","","","","",""
"CN2020084P46C5J","FUJIAN  WANJIAMEI KNITTED WEAR CO.,LTD","BANGDE INDUSTRY ZONE, TANHUA HILL,TAOCHENG, YONGCHUN 362600, QUANZHOU","CN","China",25.2960253,118.2880514,"H&M Group (H&M Group Manufacturing Units 23 MARCH 2020)|Partnership for Sustainable Textiles (PST) (PST Nov 2020)","","","","",""
"CN20200843JD0AD","FUNAN HUAXIANG","NO 31, FUHOU ROAD, FUNAN INDUSTRIAL AREA 236300, FUYANG","CN","China",32.6562486,115.6184934,"H&M Group (H&M Group Manufacturing Units 23 MARCH 2020)|Partnership for Sustainable Textiles (PST) (PST Nov 2020)","","","","",""
"KH20200844E062X","FUSHUN CAMBO FASHION CO., LTD.","KANTHONG VILLAGE, KOLONG COMMUNE, BATI DISTRICT, TAKEO PROVINCE 99999, PHNOM PENH","KH","Cambodia",11.2845641,104.798771,"H&M Group (H&M Group Manufacturing Units 23 MARCH 2020)|Partnership for Sustainable Textiles (PST) (PST Nov 2020)","","","","",""
"CN2020084Z7W8BP","FUYANG FUTWARE SHOES CO., LTD.","HEYUN INDUSTRIAL PARK, YONGCHANG TOWN, 311400, HANGZHOU","CN","China",31.610182,104.472909,"H&M Group (H&M Group Manufacturing Units 23 MARCH 2020)|Partnership for Sustainable Textiles (PST) (PST Nov 2020)|Lindex [Public List] (Lindex Manufacturing Facilities March 2020)","","","","",""
"MM20200842FY485","GAIWACH (MYANMAR) GARMENT COMPANY LIMITED","PLOT NO.(87-88), MYAY TAING BLOCK NO.(51), THAR DU KAN INDUSTRIAL ZONE, SHWE PYI THAR TOWNSHIP 11411, YANGON REGION","MM","Myanmar",16.971822,96.083976,"Agreement on Sustainable Garments and Textile (AGT) (AGT 2019)|C&A (C&A Facility List April 2021)|H&M Group (H&M Group Manufacturing Units 23 MARCH 2020)|Partnership for Sustainable Textiles (PST) (PST Nov 2020)|Higg|ETAM GROUP (Undiz (Jan. 2021 Active Supplier List))|ETAM GROUP (Etam (Jan. 2021 Active Supplier List))","","","","",""
"TR20200347V4GCK","Gamateks Tekstil San. ve Tic. A.S.(Gurlek Factory)","Gurlek Mahallesi 606 Sok. No:9-9/1,20330,DENIZLI","TR","Turkey",37.7792854,29.092964,"Agreement on Sustainable Garments and Textile (AGT) (AGT 2019)|Tesco Stores Ltd (F&F Brand Milll List August 2020 )|New Look Retailers (New Look Retailers Tier 1 Facility List March 2021)|C&A (C&A Facility List April 2021)|H&M Group (H&M Group Manufacturing Units 23 MARCH 2020)|Morrisons (Morrisons Factory List Jan 2021)|Partnership for Sustainable Textiles (PST) (PST Nov 2020)|River Island (River Island Tier 1 Facility List September 2020)","","","","",""
"TR2020084EZPANR","GAMATEKS TEKSTIL SAN. VE TIC. A.S. - KARAKURT BRANCH","1891 SOK. NO:52, KARAKURT YOLU UZERI, PAMUKKALE 20800, DENIZLI","TR","Turkey",37.764249,29.1111577,"H&M Group (H&M Group Manufacturing Units 23 MARCH 2020)|Partnership for Sustainable Textiles (PST) (PST Nov 2020)","","","","",""
"CN2020084Q2ZP3J","GAO YOU JIN JING GARMENT CO., LTD","NO. 1 CHANGJIANG ROAD, GAOYOU CITY DEVELOPMENT ZONE 225600, GAOYOU","CN","China",32.8165096,119.447693,"H&M Group (H&M Group Manufacturing Units 23 MARCH 2020)|Partnership for Sustainable Textiles (PST) (PST Nov 2020)|Higg","","","","",""
"BD2020053WV1FVM","Garib & Garib Com. Ltd.Unit-2",". GARIB & GARIB COMPANY LTD UNIT-2 VOGRA, GAZIPUR SADAR,GAZIPUR-1702, BANGLADESH PH# 00-88-02 9257048 FAX# 00-88-02 9257049 EMAIL# gng@garibngarib.com  GAZIPUR 1702","BD","Bangladesh",23.9792928,90.3797793,"H&M Group (H&M Group Manufacturing Units 23 MARCH 2020)|Partnership for Sustainable Textiles (PST) (PST Nov 2020)|ZDHC Foundation (ZDHC Registered Facilities 21 February 2020)","","","","",""
"CN2019083PKZQJS","Gaungzhou Elegant Supreme Leather Goods Co,.Ltd","JinShi Avenue East, 10, Shiling Town 510850 Huadu Guangzhou Guangdong","CN","China",23.4658,113.169371,"Agreement on Sustainable Garments and Textile (AGT) (AGT 2019)|Desigual (Desigual's Tier 1  - November 2020)|H&M Group (H&M Group Manufacturing Units 23 MARCH 2020)|Partnership for Sustainable Textiles (PST) (PST Nov 2020)|2 Brands/Retailers","","","","",""
"MM2020084V20WDG","GENERAL TEXTILE (MYANMAR) APPAREL COMPANY LIMITED","NO15/1,16/1LWIN NO.577 KYAUT PONA, INNLUK VILLAGE.HMAW BI TOWNSHIP  11181, YANGON","MM","Myanmar",17.1361597,96.0097018,"H&M Group (H&M Group Manufacturing Units 23 MARCH 2020)|Partnership for Sustainable Textiles (PST) (PST Nov 2020)","","","","",""
"BD20200214KNPXC","GENESIS WASHING LTD.","Kadda Nandun,Kadda Bazar,Gazipur Sadar,Gazipur. 1346 Gazipur","BD","Bangladesh",23.9844522,90.3595372,"G-Star RAW (G-Star Manufacturing List  January 2021)|Accord on Fire and Building Safety in Bangladesh (Factories covered by the Accord on Fire and Building Safety in Bangladesh on 4 February 2021)|H&M Group (H&M Group Manufacturing Units 23 MARCH 2020)|Partnership for Sustainable Textiles (PST) (PST Nov 2020)","","","","",""
"IT2019083S3W9PB","Gizeta Calze SRL","Via Franca 79 46042 Castel Goffredo (Mn)","IT","Italy",45.2989404,10.4767787,"Next Plc (Next Plc Tier 1 Manufacturing List)|Next Plc (Next Tier 1 Factory List July 2020)|Tu Clothing by Sainsbury's [Public List] (Sainsbury's March 2019 Public Facility List)|H&M Group (H&M Group Manufacturing Units 23 MARCH 2020)|Partnership for Sustainable Textiles (PST) (PST Nov 2020)|George Clothing by Asda [Public List] (George Clothing [Public List] Tier 1)|ETAM GROUP (Etam (Jan. 2021 Active Supplier List))","","","","",""
"IT2020085XC0CAD","GIZETA CALZE SRL - 2ND INHOUSE","VIA MEDOLE, 8/10 46042, CASTEL GOFFREDO","IT","Italy",45.3123981,10.4905976,"H&M Group (H&M Group Manufacturing Units 23 MARCH 2020)|Primark [Public List] (Primark January 2020 Facility List)|Partnership for Sustainable Textiles (PST) (PST Nov 2020)","","","","",""
"KH2020084WARGF0","GLADPEER GARMENT FACTORY (CAMBODIA) LTD.","NATIONAL ROAD NO.4, PHUM PREY PRING KHANGCHHOEUNG, SANGKAT CHOM, KHAN DANGKOR 12000, PHNOM PENH","KH","Cambodia",11.5247858,104.826492,"Next Plc (Next Tier 1 Factory List July 2020)|H&M Group (H&M Group Manufacturing Units 23 MARCH 2020)|Partnership for Sustainable Textiles (PST) (PST Nov 2020)","","","","",""
"IN2020084QZYTH6","GLOBAL FASHIONS (UNIT C-54)","C-54, SEC- 58 201301, NOIDA","IN","India",28.6067511,77.3597194,"H&M Group (H&M Group Manufacturing Units 23 MARCH 2020)|Partnership for Sustainable Textiles (PST) (PST Nov 2020)","","","","",""
"IN2020084S7DYG2","GLOBAL MODE  HIRIYUR UNIT","NO 205, BINARY APPAREL PARK, BAGGANADU, K R HALLI GATE, NH 4, HIRIYUR TALUK 577511, CHITRADURGA","IN","India",13.9395268,76.62424140000002,"H&M Group (H&M Group Manufacturing Units 23 MARCH 2020)|Partnership for Sustainable Textiles (PST) (PST Nov 2020)","","","","",""
"IN2020084SS5Q5T","GLOBAL MODE - UNIT C 120","C 120, SECTOR 63 201301, NOIDA","IN","India",28.6230341,77.3813162,"H&M Group (H&M Group Manufacturing Units 23 MARCH 2020)|Partnership for Sustainable Textiles (PST) (PST Nov 2020)","","","","",""
"IN2020084JXEHB0","GOKALDAS EXPORTS (INDIGO BLUES-WASHING UNIT)","PLOT NO.-02, KIADB INDUSTRIAL AREA, DODABALLAPUR 561203, BANGALORE","IN","India",12.978498,77.714035,"H&M Group (H&M Group Manufacturing Units 23 MARCH 2020)|Partnership for Sustainable Textiles (PST) (PST Nov 2020)","","","","",""
"IN2020084DEEYWA","GOKALDAS EXPORTS (UNIT EURO CLOTHING -II)","KATHA NO.- S 620 - 628, T.B. ROAD 571438, SRIRANGAPATNA","IN","India",12.4237094,76.6828604,"H&M Group (H&M Group Manufacturing Units 23 MARCH 2020)|Partnership for Sustainable Textiles (PST) (PST Nov 2020)","","","","",""
"TR20200785Z5XRQ","Goksu Damla Tekstil Konfeksiyon San.Ve Tic.Ltd.Sti. - Bergama Branch","Ataturk Mah., Gaziosmanpasa Cad., NO:10, Bergama, Izmir","TR","Turkey",38.3948584,27.1693362,"H&M Group (H&M Group Manufacturing Units 23 MARCH 2020)|Partnership for Sustainable Textiles (PST) (PST Nov 2020)|Higg|A Brand/Retailer","","","","",""
"CN2020084D0B8KM","GOLDEN EAST SHOE CO., LTD","NIU SHAN FOREIGN TRADE IND. PARK, 523940, DONG GUAN","CN","China",22.965006,113.698932,"H&M Group (H&M Group Manufacturing Units 23 MARCH 2020)|Partnership for Sustainable Textiles (PST) (PST Nov 2020)","","","","",""
"TR2020084VVGBCK","GOLDSTAR IC VE DIS TICARET LTD. STI","BOZBURUN MH. 7050 SK., NO:3, MERKEZEFENDI 20085, DENIZLI","TR","Turkey",37.8313188,29.0538642,"H&M Group (H&M Group Manufacturing Units 23 MARCH 2020)|Partnership for Sustainable Textiles (PST) (PST Nov 2020)","","","","",""
"TR20200840SQBZG","GORKEM GIYIM SAN.INS.VE TIC.A.S.","SOYLESI SOKAK, SERIFALI MAH. NO:8-10, UMRANIYE 34775, ISTANBUL","TR","Turkey",40.9965131,29.146302,"H&M Group (H&M Group Manufacturing Units 23 MARCH 2020)|Partnership for Sustainable Textiles (PST) (PST Nov 2020)","","","","",""
"TR20200857KR6XC","GORKEM  GIYIM SAN. VE TIC. A.S SINOP FABRIKA","ORGANIZE SANAYI BOLGESI, KADIR BOZKURT CAD., NO:14 DEMIRCIKOYU MEVKII 57000, SINOP","TR","Turkey",41.9307185,35.0725995,"H&M Group (H&M Group Manufacturing Units 23 MARCH 2020)|Partnership for Sustainable Textiles (PST) (PST Nov 2020)","","","","",""
"TR20200844C1N0W","GORTEKS TEKSTIL TUR. SAN.TIC.LTD.STI.","351 SOK, BINBASI RESAT BEY MAH. NO : 12, GAZIEMIR 35410, IZMIR","TR","Turkey",38.359094,27.137272,"H&M Group (H&M Group Manufacturing Units 23 MARCH 2020)|Partnership for Sustainable Textiles (PST) (PST Nov 2020)","","","","",""
"KH20190854A6TWP","GRACEFUL (CAMBODIA) TEXTI","Kokkhong Village, Ronam Commune, Treang District, Takeo, ","KH","Cambodia",10.8673632,104.7754307,"Target Corporation (Target Apparel and Accessories Factory List February 2021)|Matalan [Public List] (Matalan August 2019 Facility List)|H&M Group (H&M Group Manufacturing Units 23 MARCH 2020)|Primark [Public List] (Primark January 2020 Facility List)|Partnership for Sustainable Textiles (PST) (PST Nov 2020)|ZDHC Foundation (ZDHC Registered Facilities 21 February 2020)|2 Brands/Retailers|A Multi Stakeholder Initiative","","","","",""
"TR20200842ZVSES","GRUP - KAYA TEKSTIL ELEKTRIK ELEKTRONIK IN.EGIT.HIZ. GIDA SAN.TIC.LTD.STI.","KIBRIS SEHITLERI CAD., GULTEPE MAH., ESKI HAVAALANI BINASI 72070, BATMAN","TR","Turkey",37.946161,41.1209073,"H&M Group (H&M Group Manufacturing Units 23 MARCH 2020)|Partnership for Sustainable Textiles (PST) (PST Nov 2020)","","","","",""
"CN2019108QWQQCK","Guangzhou Jinhuamei Leatherware Mfg Co Ltd","1-4thFloor, No. 2 Building, Kaifanan Road, Xisan Village, Luopu Street, Panyu Guangzhou Guangdong China","CN","China",23.041026,113.262611,"WikiRate e.V. (Gap Inc. Factory List March 2017)|H&M Group (H&M Group Manufacturing Units 23 MARCH 2020)|Partnership for Sustainable Textiles (PST) (PST Nov 2020)|A Brand/Retailer","","","","",""
"CN2020084EYZP35","GUANGZHOU PANYU HANG NGAI GARMENT LTD.","1-3/FLAT ,NO.9 BUILDING, FUCHENG, INDUSTRIAL PARK, 82 SHIJI VILLAGE, SHILIAN ROAD, SHIJI TOWN, PANYU 511400, GUANG ZHOU","CN","China",22.952493,113.43687,"H&M Group (H&M Group Manufacturing Units 23 MARCH 2020)|Partnership for Sustainable Textiles (PST) (PST Nov 2020)","","","","",""
"CN2020084VGRDYF","GUANG ZHOU YEFENG BABY SHOES LTD.","NO.29, HONGQI ROAD, ZHULIAO TOWN, BAIYUN DISTRICT 510000, GUANGZHOU","CN","China",23.367749,113.371223,"H&M Group (H&M Group Manufacturing Units 23 MARCH 2020)|Partnership for Sustainable Textiles (PST) (PST Nov 2020)|Better Cotton Initiative [Public List] (Better Cotton Initiative June 2020)","","","","",""
"PT20200847CFJ9H","GUAY - TRADING INTERNACIONAL, S.A.","RUA PARQUE INDUSTRAL, LOT 4 ALVELOS 4755-036, BARCELOS","PT","Portugal",41.5149151,-8.6160586,"PVH [Public List] (PVH  Facility List December 2020)|H&M Group (H&M Group Manufacturing Units 23 MARCH 2020)|ARMEDANGELS (Social Fashion Company GmbH) (ARMEDANGELS Jan 2021)|Partnership for Sustainable Textiles (PST) (PST Nov 2020)|Better Cotton Initiative [Public List] (Better Cotton Initiative June 2020)|PVH (OAR_Contributor_Template)","","","","",""
"TR2020084V3MSNP","GULTEKS GIYIM URUNLERI SAN.TIC.LTD","PAZARYERI ORTA BLOK NO 121, HACI EVHET MAH., MALKARA 59300, TEKIRDAG","TR","Turkey",39.995528,29.903447,"H&M Group (H&M Group Manufacturing Units 23 MARCH 2020)|Partnership for Sustainable Textiles (PST) (PST Nov 2020)","","","","",""
"TR2020084ZC5WSV","GULTEKS MALKARA INHOUSE","CAMIATIK MAH. LONDRA ASFALTI YOLU, CAD. NO46/1,2,3,4 MALKARA 59300, TEKIRDAG","TR","Turkey",40.893756,26.903886,"H&M Group (H&M Group Manufacturing Units 23 MARCH 2020)|Partnership for Sustainable Textiles (PST) (PST Nov 2020)","","","","",""
"IN2020084X0QMVA","GUPTA H.C OVERSEAS(I) P LTD UNIT II","C-10 11 EPIP, SIKANDRA BODLA ROAD, SHASTRIPURAM 282007, AGRA","IN","India",27.2017415,77.9541269,"H&M Group (H&M Group Manufacturing Units 23 MARCH 2020)|Partnership for Sustainable Textiles (PST) (PST Nov 2020)","","","","",""
"IN201908328QJWX","Gupta H.C Overseas(I) Pvt. Ltd.","Bye Pass Road, 423 282007 Agra Agra Uttar Pradesh","IN","India",27.2091918,78.0097262,"H&M Group (H&M Group Manufacturing Units 23 MARCH 2020)|Partnership for Sustainable Textiles (PST) (PST Nov 2020)|A Brand/Retailer|A Multi Stakeholder Initiative","","","","",""
"IN2019243V980RG","GURUMAN FASHIONS PVT LTD","Plot No. 691, Pace City-II, Sector 37, Gurgaon, Haryana, India","IN","India",28.432357,76.993992,"H&M Group (H&M Group Manufacturing Units 23 MARCH 2020)|Partnership for Sustainable Textiles (PST) (PST Nov 2020)|A Brand/Retailer","","","","",""
