QuestID,Country,year,FactoryAssessedID,buyer1name,buyer2name,buyer3name,,buyer1BW,buyer2BW,buyer3BW
32639,Cambodia,2019,885,Hanim America,,,,,,
40626,Cambodia,2020,885,Hanim America,,,,,,
15533,Cambodia,2016,886,,,,,,,
14940,Cambodia,2016,889,Destination Maternity,,,,,,
22540,Cambodia,2017,889,Destination Maternity,,,,,,
29445,Cambodia,2018,889,,,,,,,
38303,Cambodia,2020,889,Destination Maternity,,,,,,
42546,Cambodia,2021,889,Destination Maternity,,,,,,
9442,Cambodia,2015,890,,,,,,,
17641,Cambodia,2016,890,,,,,,,
24454,Cambodia,2017,890,,,,,,,
34076,Cambodia,2019,890,,,,,,,
11454,Cambodia,2015,893,Mias Fashion,,,,,,
17282,Cambodia,2016,893,Mias Fashion,,,,,,
22951,Cambodia,2017,893,,,,,,,
30673,Cambodia,2018,893,Mias Fashion,,,,,,
37162,Cambodia,2019,893,Mias Fashion,,,,,,
41082,Cambodia,2021,893,Mias Fashion,,,,,,
10815,Cambodia,2015,894,Jeno Neuman & Files,,,,,,
18437,Cambodia,2017,894,Jeno Neuman & Files,,,,,,
25824,Cambodia,2018,894,Jeno Neuman & Files,,,,,,
34182,Cambodia,2019,894,,,,,,,
13027,Cambodia,2016,896,,,,,,,
19140,Cambodia,2017,896,Ralph Lauren,,,,,,
26175,Cambodia,2018,896,Ralph Lauren,,,,,,
35497,Cambodia,2019,896,Ralph Lauren,,,,,,
41408,Cambodia,2021,896,Ralph Lauren,,,,,,
13339,Cambodia,2016,897,,,,,,,
13080,Cambodia,2016,900,Giorgio Armani,,,,,,
19504,Cambodia,2017,900,Giorgio Armani,,,,,,
25836,Cambodia,2018,900,Giorgio Armani,,,,,,
32998,Cambodia,2019,900,,,,,,,
40705,Cambodia,2020,900,Giorgio Armani,,,,,,
10206,Cambodia,2015,901,Nri USA,,,,,,
13325,Cambodia,2016,901,Nri USA,,,,,,
20159,Cambodia,2017,901,Nri USA,,,,,,
27048,Cambodia,2018,901,Nri USA,,,,,,
35185,Cambodia,2019,901,,,,,,,
12460,Cambodia,2015,902,BBC Apparel,,,,,,
18346,Cambodia,2017,902,,,,,,,
26152,Cambodia,2018,902,BBC Apparel,,,,,,
33631,Cambodia,2019,902,BBC Apparel,,,,,,
42486,Cambodia,2021,902,BBC Apparel,,,,,,
10447,Cambodia,2015,903,Tellas,,,,,,
15477,Cambodia,2016,903,,,,,,,
20774,Cambodia,2017,903,Tellas,,,,,,
27999,Cambodia,2018,903,Tellas,,,,,,
34332,Cambodia,2019,903,Tellas,,,,,,
39965,Cambodia,2020,903,Tellas,,,,,,
43235,Cambodia,2021,903,Tellas,,,,,,
11618,Cambodia,2015,906,,,,,,,
19514,Cambodia,2017,906,,,,,,,
31838,Cambodia,2019,906,,,,,,,
9932,Cambodia,2015,907,Desigual,,,,,,
15773,Cambodia,2016,907,,,,,,,
21817,Cambodia,2017,907,Desigual,,,,,,
29387,Cambodia,2018,907,Desigual,,,,,,
36262,Cambodia,2019,907,Desigual,,,,,,
42837,Cambodia,2021,907,Desigual,,,,,,
10567,Cambodia,2015,909,Lollytogs,,,,,,
16403,Cambodia,2016,909,Lollytogs,,,,,,
22727,Cambodia,2017,909,Lollytogs,,,,,,
30086,Cambodia,2018,909,,,,,,,
38232,Cambodia,2020,909,Lollytogs,,,,,,
42817,Cambodia,2021,909,Lollytogs,,,,,,
9321,Cambodia,2015,911,,,,,,,
14428,Cambodia,2016,911,H&M,,,,,,
20644,Cambodia,2017,911,H&M,,,,,,
29341,Cambodia,2018,911,H&M,,,,,,
35268,Cambodia,2019,911,H&M,,,,,,
40242,Cambodia,2020,911,H&M,,,,,,
43574,Cambodia,2021,911,H&M,,,,,,
10566,Cambodia,2015,912,H&M,,,,,,
15339,Cambodia,2016,912,,,,,,,
19759,Cambodia,2017,912,H&M,,,,,,
26633,Cambodia,2018,912,H&M,,,,,,
33801,Cambodia,2019,912,H&M,,,,,,
41577,Cambodia,2021,912,H&M,,,,,,
10870,Cambodia,2015,913,,,,,,,
16722,Cambodia,2016,913,,,,,,,
23786,Cambodia,2017,913,,,,,,,
11987,Cambodia,2015,914,JC Penney,,,,,,
19980,Cambodia,2017,914,JC Penney,,,,,,
27918,Cambodia,2018,914,,,,,,,
41504,Cambodia,2021,914,JC Penney,,,,,,
13865,Cambodia,2016,915,JC Penney,Hanesbrands,,,,,
19660,Cambodia,2017,915,JC Penney,Hanesbrands,,,,,
26813,Cambodia,2018,915,JC Penney,Hanesbrands,,,,,
33648,Cambodia,2019,915,JC Penney,Hanesbrands,,,,,
39709,Cambodia,2020,915,JC Penney,Hanesbrands,,,,,
42561,Cambodia,2021,915,,,,,,,
9573,Cambodia,2015,916,,,,,,,
15240,Cambodia,2016,916,,,,,,,
21167,Cambodia,2017,916,,,,,,,
16133,Cambodia,2016,917,,,,,,,
21244,Cambodia,2017,917,,,,,,,
37839,Cambodia,2019,917,,,,,,,
10551,Cambodia,2015,919,Best seller,,,,,,
16384,Cambodia,2016,919,Best seller,,,,,,
22916,Cambodia,2017,919,Best seller,,,,,,
30024,Cambodia,2018,919,,,,,,,
43163,Cambodia,2021,919,Best seller,,,,,,
12754,Cambodia,2015,920,Helly Hansen,,,,,,
18817,Cambodia,2017,920,,,,,,,
24832,Cambodia,2018,920,Helly Hansen,,,,,,
32281,Cambodia,2019,920,Helly Hansen,,,,,,
38987,Cambodia,2020,920,Helly Hansen,,,,,,
17650,Cambodia,2016,921,,,,,,,
27269,Cambodia,2018,921,,,,,,,
34555,Cambodia,2019,921,,,,,,,
43391,Cambodia,2021,921,,,,,,,
14972,Cambodia,2016,922,Primark,Target,,,,,
20683,Cambodia,2017,922,Primark,Target,,,,,
26001,Cambodia,2018,922,,,,,,,
32330,Cambodia,2019,922,Primark,Target,,,,,
40612,Cambodia,2020,922,Primark,Target,,,,,
11406,Cambodia,2015,923,,,,,,,
17224,Cambodia,2016,923,,,,,,,
23155,Cambodia,2017,923,,,,,,,
30604,Cambodia,2018,923,,,,,,,
36694,Cambodia,2019,923,,,,,,,
40550,Cambodia,2020,923,,,,,,,
9902,Cambodia,2015,924,Puma,,,,,,
15522,Cambodia,2016,924,Puma,,,,,,
20757,Cambodia,2017,924,Puma,,,,,,
28593,Cambodia,2018,924,Puma,,,,,,
35472,Cambodia,2019,924,Puma,,,,,,
40379,Cambodia,2020,924,,,,,,,
9431,Cambodia,2015,925,Jeno Neuman & Fils,,,,,,
15756,Cambodia,2016,925,,,,,,,
21118,Cambodia,2017,925,Jeno Neuman & Fils,,,,,,
29185,Cambodia,2018,925,Jeno Neuman & Fils,,,,,,
35959,Cambodia,2019,925,Jeno Neuman & Fils,,,,,,
11180,Cambodia,2015,927,,,,,,,
13935,Cambodia,2016,928,,,,,,,
19778,Cambodia,2017,928,,,,,,,
11309,Cambodia,2015,929,,,,,,,
17823,Cambodia,2016,929,,,,,,,
21551,Cambodia,2017,929,,,,,,,
28973,Cambodia,2018,929,,,,,,,
35279,Cambodia,2019,929,,,,,,,
40689,Cambodia,2020,929,,,,,,,
43533,Cambodia,2021,929,,,,,,,
14715,Cambodia,2016,931,Carhartt,,,,,,
21349,Cambodia,2017,931,,,,,,,
29052,Cambodia,2018,931,Carhartt,,,,,,
14306,Cambodia,2016,932,Walmart,,,,,,
21115,Cambodia,2017,932,Walmart,,,,,,
29156,Cambodia,2018,932,Walmart,,,,,,
35378,Cambodia,2019,932,,,,,,,
40281,Cambodia,2020,932,Walmart,,,,,,
43366,Cambodia,2021,932,Walmart,,,,,,
15702,Cambodia,2016,935,,,,,,,
27727,Cambodia,2018,935,,,,,,,
11404,Cambodia,2015,936,,,,,,,
14323,Cambodia,2016,937,LIDL,,,,,,
20123,Cambodia,2017,937,LIDL,,,,,,
27791,Cambodia,2018,937,LIDL,,,,,,
33766,Cambodia,2019,937,LIDL,,,,,,
42352,Cambodia,2021,937,,,,,,,
9352,Cambodia,2015,939,,,,,,,
18504,Cambodia,2017,939,,,,,,,
25656,Cambodia,2018,939,,,,,,,
10893,Cambodia,2015,941,,,,,,,
17249,Cambodia,2016,941,Primark,,,,,,
23599,Cambodia,2017,941,Primark,,,,,,
30363,Cambodia,2018,941,Primark,,,,,,
36943,Cambodia,2019,941,Primark,,,,,,
42669,Cambodia,2021,941,Primark,,,,,,
9424,Cambodia,2015,942,,,,,,,
17271,Cambodia,2016,942,,,,,,,
10904,Cambodia,2015,943,,,,,,,
13355,Cambodia,2016,944,Urban Outfitters,,,,,,
18828,Cambodia,2017,944,Urban Outfitters,,,,,,
25666,Cambodia,2018,944,Urban Outfitters,,,,,,
33903,Cambodia,2019,944,,,,,,,
40469,Cambodia,2020,944,Urban Outfitters,,,,,,
12513,Cambodia,2015,946,Adidas,,,,,,
19975,Cambodia,2017,946,Adidas,,,,,,
28009,Cambodia,2018,946,,,,,,,
34705,Cambodia,2019,946,Adidas,,,,,,
43201,Cambodia,2021,946,Adidas,,,,,,
15436,Cambodia,2016,947,,,,,,,
16659,Cambodia,2016,948,,,,,,,
22783,Cambodia,2017,948,,,,,,,
32758,Cambodia,2019,948,,,,,,,
42555,Cambodia,2021,948,,,,,,,
12471,Indonesia,2015,949,Kohl's,Gap,Target,,,,
18345,Indonesia,2017,949,Kohl's,Gap,Target,,,,
25475,Indonesia,2018,949,Kohl's,Gap,Target,,,,
38873,Indonesia,2020,949,Kohl's,Gap,Target,,,,
13984,Cambodia,2016,951,,,,,,,
26141,Cambodia,2018,951,,,,,,,
13303,Cambodia,2016,952,High Life,,,,,,
19144,Cambodia,2017,952,,,,,,,
25671,Cambodia,2018,952,High Life,,,,,,
10914,Cambodia,2015,953,,,,,,,
11372,Cambodia,2015,954,,,,,,,
17485,Cambodia,2016,954,,,,,,,
25904,Cambodia,2018,954,,,,,,,
33149,Cambodia,2019,954,,,,,,,
41239,Cambodia,2021,954,,,,,,,
10773,Cambodia,2015,955,,,,,,,
18320,Cambodia,2017,955,,,,,,,
28685,Cambodia,2018,955,,,,,,,
43223,Cambodia,2021,955,,,,,,,
14670,Cambodia,2016,957,Groupe Dynamite,,,,,,
21960,Cambodia,2017,957,Groupe Dynamite,,,,,,
29259,Cambodia,2018,957,,,,,,,
10110,Cambodia,2015,959,Leg Avenue,,,,,,
19087,Cambodia,2017,959,Leg Avenue,,,,,,
27472,Cambodia,2018,959,,,,,,,
34676,Cambodia,2019,959,Leg Avenue,,,,,,
42829,Cambodia,2021,959,Leg Avenue,,,,,,
11437,Cambodia,2015,960,,,,,,,
17887,Cambodia,2016,960,,,,,,,
24773,Cambodia,2018,960,,,,,,,
32770,Cambodia,2019,960,,,,,,,
40286,Cambodia,2020,960,,,,,,,
43101,Cambodia,2021,960,,,,,,,
12762,Cambodia,2015,961,,,,,,,
18302,Cambodia,2017,961,,,,,,,
10830,Cambodia,2015,962,,,,,,,
16936,Cambodia,2016,962,,,,,,,
14273,Cambodia,2016,964,,,,,,,
20526,Cambodia,2017,964,,,,,,,
27713,Cambodia,2018,964,,,,,,,
34702,Cambodia,2019,964,,,,,,,
10031,Cambodia,2015,965,GAP,,,,,,
17402,Cambodia,2016,965,GAP,,,,,,
20671,Cambodia,2017,965,GAP,,,,,,
28133,Cambodia,2018,965,,,,,,,
35149,Cambodia,2019,965,GAP,,,,,,
40399,Cambodia,2020,965,GAP,,,,,,
14567,Cambodia,2016,966,GAP,,,,,,
20148,Cambodia,2017,966,,,,,,,
27320,Cambodia,2018,966,GAP,,,,,,
35940,Cambodia,2019,966,GAP,,,,,,
40523,Cambodia,2020,966,GAP,,,,,,
13528,Cambodia,2016,967,,,,,,,
20438,Cambodia,2017,967,,,,,,,
42747,Cambodia,2021,970,,,,,,,
12164,Cambodia,2015,972,,,,,,,
18273,Cambodia,2016,972,,,,,,,
24472,Cambodia,2017,972,,,,,,,
32285,Cambodia,2019,972,,,,,,,
39249,Cambodia,2020,972,,,,,,,
41539,Cambodia,2021,972,,,,,,,
12457,Cambodia,2015,973,,,,,,,
18159,Cambodia,2017,973,GAP,,,,,,
24453,Cambodia,2017,973,GAP,,,,,,
11127,Cambodia,2015,977,,,,,,,
17941,Cambodia,2016,977,,,,,,,
28217,Cambodia,2018,977,,,,,,,
36804,Cambodia,2019,977,,,,,,,
43019,Cambodia,2021,977,,,,,,,
10601,Cambodia,2015,978,,,,,,,
16937,Cambodia,2016,978,,,,,,,
23493,Cambodia,2017,978,,,,,,,
30349,Cambodia,2018,978,,,,,,,
36758,Cambodia,2019,978,,,,,,,
40600,Cambodia,2020,978,,,,,,,
13827,Cambodia,2016,979,,,,,,,
19317,Cambodia,2017,979,kohl,,,,,,
26517,Cambodia,2018,979,kohl,,,,,,
32672,Cambodia,2019,979,kohl,,,,,,
42212,Cambodia,2021,979,kohl,,,,,,
9287,Cambodia,2015,980,,,,,,,
18830,Cambodia,2017,980,,,,,,,
25273,Cambodia,2018,980,,,,,,,
32186,Cambodia,2019,980,,,,,,,
40373,Cambodia,2020,980,,,,,,,
43771,Cambodia,2021,980,,,,,,,
9614,Cambodia,2015,981,Primark,,,,,,
16436,Cambodia,2016,981,,,,,,,
24600,Cambodia,2017,981,Primark,,,,,,
30748,Cambodia,2018,981,Primark,,,,,,
37249,Cambodia,2019,981,Primark,,,,,,
41678,Cambodia,2021,981,Primark,,,,,,
11438,Cambodia,2015,985,O&M Halyard,,,,,,
18924,Cambodia,2017,985,O&M Halyard,,,,,,
28029,Cambodia,2018,985,O&M Halyard,,,,,,
38474,Cambodia,2020,985,,,,,,,
43330,Cambodia,2021,985,O&M Halyard,,,,,,
11931,Cambodia,2015,986,Hanesbrands,,,,,,
18369,Cambodia,2017,986,Hanesbrands,,,,,,
27366,Cambodia,2018,986,Hanesbrands,,,,,,
33942,Cambodia,2019,986,Hanesbrands,,,,,,
41691,Cambodia,2021,986,,,,,,,
9078,Vietnam,2015,987,Backman,Walmart,Ann Cole,,,,
15446,Vietnam,2016,987,Backman,Walmart,Ann Cole,,,,
20497,Vietnam,2017,987,Backman,Walmart,Ann Cole,,,,
18901,Cambodia,2017,989,,,,,,,
11983,Cambodia,2015,991,,,,,,,
17856,Cambodia,2016,991,,,,,,,
11980,Cambodia,2015,992,Hanesbrands,,,,,,
18834,Cambodia,2017,992,Hanesbrands,,,,,,
25581,Cambodia,2018,992,,,,,,,
34078,Cambodia,2019,992,Hanesbrands,,,,,,
42615,Cambodia,2021,992,Hanesbrands,,,,,,
13549,Cambodia,2016,994,,,,,,,
13775,Cambodia,2016,996,Walmart,Kohls,,,,,
20115,Cambodia,2017,996,Walmart,Kohls,,,,,
28108,Cambodia,2018,996,Walmart,Kohls,,,,,
35280,Cambodia,2019,996,Walmart,Kohls,,,,,
40284,Cambodia,2020,996,,,,,,,
11580,Cambodia,2015,997,KAYSER ROTH,,,,,,
18371,Cambodia,2017,997,KAYSER ROTH,,,,,,
25767,Cambodia,2018,997,KAYSER ROTH,,,,,,
32776,Cambodia,2019,997,,,,,,,
40057,Cambodia,2020,997,KAYSER ROTH,,,,,,
42621,Cambodia,2021,997,KAYSER ROTH,,,,,,
14976,Cambodia,2016,998,GAP,,,,,,
20775,Cambodia,2017,998,GAP,,,,,,
28145,Cambodia,2018,998,GAP,,,,,,
34783,Cambodia,2019,998,GAP,,,,,,
39936,Cambodia,2020,998,GAP,,,,,,
42956,Cambodia,2021,998,,,,,,,
10654,Cambodia,2015,999,,,,,,,
19059,Cambodia,2017,999,,,,,,,
28055,Cambodia,2018,999,,,,,,,
14900,Cambodia,2016,1000,,,,,,,
23765,Cambodia,2017,1000,,,,,,,
32134,Cambodia,2019,1000,,,,,,,
38743,Cambodia,2020,1000,,,,,,,
10176,Cambodia,2015,1002,,,,,,,
15571,Cambodia,2016,1002,,,,,,,
21562,Cambodia,2017,1002,,,,,,,
15304,Cambodia,2016,1003,,,,,,,
21528,Cambodia,2017,1003,,,,,,,
28257,Cambodia,2018,1003,,,,,,,
34847,Cambodia,2019,1003,,,,,,,
40468,Cambodia,2020,1003,,,,,,,
43449,Cambodia,2021,1003,,,,,,,
9349,Cambodia,2015,1004,Grand Jazz,,,,,,
14822,Cambodia,2016,1004,Grand Jazz,,,,,,
20770,Cambodia,2017,1004,Grand Jazz,,,,,,
27552,Cambodia,2018,1004,Grand Jazz,,,,,,
33989,Cambodia,2019,1004,,,,,,,
39976,Cambodia,2020,1004,Grand Jazz,,,,,,
43015,Cambodia,2021,1004,Grand Jazz,,,,,,
11196,Cambodia,2015,1005,Adidas,The North Face,,,,,
16288,Cambodia,2016,1005,,,,,,,
23729,Cambodia,2017,1005,Adidas,The North Face,,,,,
30088,Cambodia,2018,1005,Adidas,The North Face,,,,,
41388,Cambodia,2021,1005,Adidas,The North Face,,,,,
11294,Cambodia,2015,1006,,,,,,,
18275,Cambodia,2016,1006,,,,,,,
26120,Cambodia,2018,1006,,,,,,,
32337,Cambodia,2019,1006,,,,,,,
41438,Cambodia,2021,1006,,,,,,,
9814,Cambodia,2015,1007,JC Penney,,,,,,
15044,Cambodia,2016,1007,JC Penney,,,,,,
21948,Cambodia,2017,1007,,,,,,,
27744,Cambodia,2018,1007,JC Penney,,,,,,
34382,Cambodia,2019,1007,JC Penney,,,,,,
40340,Cambodia,2020,1007,JC Penney,,,,,,
13458,Cambodia,2016,1008,,,,,,,
18603,Cambodia,2017,1008,Cato,,,,,,
25148,Cambodia,2018,1008,Cato,,,,,,
32390,Cambodia,2019,1008,Cato,,,,,,
40153,Cambodia,2020,1008,Cato,,,,,,
43599,Cambodia,2021,1008,Cato,,,,,,
10284,Cambodia,2015,1010,,,,,,,
21215,Cambodia,2017,1010,,,,,,,
28799,Cambodia,2018,1010,,,,,,,
9929,Cambodia,2015,1011,,,,,,,
18301,Cambodia,2017,1011,,,,,,,
26499,Cambodia,2018,1011,,,,,,,
34141,Cambodia,2019,1011,,,,,,,
42916,Cambodia,2021,1011,,,,,,,
11565,Cambodia,2015,1013,,,,,,,
17805,Cambodia,2016,1013,Zenana Outfitters,,,,,,
22722,Cambodia,2017,1013,Zenana Outfitters,,,,,,
28978,Cambodia,2018,1013,Zenana Outfitters,,,,,,
12134,Cambodia,2015,1015,GAP,,,,,,
18139,Cambodia,2016,1015,GAP,,,,,,
24264,Cambodia,2017,1015,GAP,,,,,,
30807,Cambodia,2018,1015,,,,,,,
37711,Cambodia,2019,1015,GAP,,,,,,
41121,Cambodia,2021,1015,GAP,,,,,,
14717,Cambodia,2016,1016,GAP,,,,,,
20713,Cambodia,2017,1016,GAP,,,,,,
29407,Cambodia,2018,1016,GAP,,,,,,
36871,Cambodia,2019,1016,GAP,,,,,,
41105,Cambodia,2021,1016,,,,,,,
14807,Cambodia,2016,1020,,,,,,,
20393,Cambodia,2017,1020,,,,,,,
10377,Cambodia,2015,1021,,,,,,,
15967,Cambodia,2016,1021,,,,,,,
22163,Cambodia,2017,1021,,,,,,,
38330,Cambodia,2020,1021,,,,,,,
11253,Cambodia,2015,1022,,,,,,,
18272,Cambodia,2017,1022,Adidas,,,,,,
26440,Cambodia,2018,1022,Adidas,,,,,,
34215,Cambodia,2019,1022,Adidas,,,,,,
42551,Cambodia,2021,1022,Adidas,,,,,,
12024,Cambodia,2015,1023,Loblaws,Reitmans,HBC,,,,
16553,Cambodia,2016,1023,Loblaws,Reitmans,HBC,,,,
22621,Cambodia,2017,1023,Loblaws,Reitmans,HBC,,,,
29685,Cambodia,2018,1023,Loblaws,Reitmans,HBC,,,,
36980,Cambodia,2019,1023,Loblaws,Reitmans,HBC,,,,
41510,Cambodia,2021,1023,Loblaws,Reitmans,HBC,,,,
12254,Cambodia,2015,1024,,,,,,,
13089,Cambodia,2016,1027,MGT,,,,,,
19100,Cambodia,2017,1027,MGT,,,,,,
25236,Cambodia,2018,1027,MGT,,,,,,
32140,Cambodia,2019,1027,,,,,,,
42932,Cambodia,2021,1027,MGT,,,,,,
10657,Cambodia,2015,1028,,,,,,,
16903,Cambodia,2016,1028,,,,,,,
23696,Cambodia,2017,1028,,,,,,,
27179,Cambodia,2018,1028,,,,,,,
33838,Cambodia,2019,1028,,,,,,,
40891,Cambodia,2020,1028,,,,,,,
15496,Cambodia,2016,1029,Lacoste,,,,,,
20975,Cambodia,2017,1029,Lacoste,,,,,,
28345,Cambodia,2018,1029,Lacoste,,,,,,
34804,Cambodia,2019,1029,Lacoste,,,,,,
41599,Cambodia,2021,1029,,,,,,,
13933,Cambodia,2016,1030,,,,,,,
11991,Cambodia,2015,1031,,,,,,,
18023,Cambodia,2016,1031,,,,,,,
24898,Cambodia,2018,1031,,,,,,,
31659,Cambodia,2019,1031,,,,,,,
38864,Cambodia,2020,1031,,,,,,,
42547,Cambodia,2021,1031,,,,,,,
10101,Cambodia,2015,1032,Lululemon,,,,,,
17079,Cambodia,2016,1032,Lululemon,,,,,,
23702,Cambodia,2017,1032,,,,,,,
30246,Cambodia,2018,1032,Lululemon,,,,,,
37578,Cambodia,2019,1032,Lululemon,,,,,,
41143,Cambodia,2021,1032,Lululemon,,,,,,
10273,Cambodia,2015,1034,,,,,,,
14253,Cambodia,2016,1036,,,,,,,
19081,Cambodia,2017,1036,,,,,,,
26644,Cambodia,2018,1036,,,,,,,
33038,Cambodia,2019,1036,,,,,,,
39902,Cambodia,2020,1036,,,,,,,
42454,Cambodia,2021,1036,,,,,,,
13415,Cambodia,2016,1039,Lululemon,,,,,,
18586,Cambodia,2017,1039,Lululemon,,,,,,
25603,Cambodia,2018,1039,Lululemon,,,,,,
38967,Cambodia,2020,1039,,,,,,,
10928,Cambodia,2015,1040,Chamna,,,,,,
18136,Cambodia,2017,1040,Chamna,,,,,,
26138,Cambodia,2018,1040,Chamna,,,,,,
33313,Cambodia,2019,1040,Chamna,,,,,,
42854,Cambodia,2021,1040,,,,,,,
16375,Cambodia,2016,1041,,,,,,,
14509,Cambodia,2016,1042,Kayser Roth,,,,,,
20269,Cambodia,2017,1042,,,,,,,
27700,Cambodia,2018,1042,Kayser Roth,,,,,,
34209,Cambodia,2019,1042,Kayser Roth,,,,,,
40324,Cambodia,2020,1042,Kayser Roth,,,,,,
13450,Cambodia,2016,1043,,,,,,,
19301,Cambodia,2017,1043,,,,,,,
12553,Cambodia,2015,1044,GAP,,,,,,
18300,Cambodia,2017,1044,,,,,,,
24730,Cambodia,2017,1044,GAP,,,,,,
37906,Cambodia,2019,1044,GAP,,,,,,
13611,Cambodia,2016,1045,,,,,,,
19454,Cambodia,2017,1045,Reitmans,,,,,,
25764,Cambodia,2018,1045,Reitmans,,,,,,
32937,Cambodia,2019,1045,Reitmans,,,,,,
41314,Cambodia,2021,1045,Reitmans,,,,,,
15597,Cambodia,2016,1046,,,,,,,
9183,Cambodia,2015,1047,GAP,,,,,,
14691,Cambodia,2016,1047,GAP,,,,,,
20844,Cambodia,2017,1047,GAP,,,,,,
28008,Cambodia,2018,1047,,,,,,,
34296,Cambodia,2019,1047,GAP,,,,,,
39906,Cambodia,2020,1047,GAP,,,,,,
42919,Cambodia,2021,1047,GAP,,,,,,
12138,Cambodia,2015,1048,,,,,,,
18823,Cambodia,2017,1048,,,,,,,
26106,Cambodia,2018,1048,,,,,,,
33960,Cambodia,2019,1048,,,,,,,
12061,Cambodia,2015,1050,Ams,,,,,,
18129,Cambodia,2017,1050,Ams,,,,,,
24897,Cambodia,2018,1050,,,,,,,
32160,Cambodia,2019,1050,Ams,,,,,,
39079,Cambodia,2020,1050,Ams,,,,,,
14833,Cambodia,2016,1051,,,,,,,
24120,Cambodia,2017,1051,,,,,,,
32549,Cambodia,2019,1051,,,,,,,
41317,Cambodia,2021,1051,,,,,,,
12060,Cambodia,2015,1052,,,,,,,
18294,Cambodia,2017,1052,,,,,,,
24871,Cambodia,2018,1052,,,,,,,
31933,Cambodia,2019,1052,,,,,,,
38472,Cambodia,2020,1052,,,,,,,
10839,Cambodia,2015,1053,Best seller,,,,,,
17330,Cambodia,2016,1053,,,,,,,
23156,Cambodia,2017,1053,Best seller,,,,,,
30239,Cambodia,2018,1053,Best seller,,,,,,
38471,Cambodia,2020,1053,Best seller,,,,,,
42475,Cambodia,2021,1053,Best seller,,,,,,
11408,Cambodia,2015,1055,,,,,,,
17761,Cambodia,2016,1055,,,,,,,
23520,Cambodia,2017,1055,,,,,,,
37347,Cambodia,2019,1055,,,,,,,
13685,Cambodia,2016,1059,,,,,,,
19633,Cambodia,2017,1059,,,,,,,
15679,Cambodia,2016,1060,,,,,,,
23352,Cambodia,2017,1060,,,,,,,
32757,Cambodia,2019,1060,,,,,,,
40994,Cambodia,2021,1060,,,,,,,
17983,Cambodia,2016,1061,,,,,,,
26042,Cambodia,2018,1061,,,,,,,
34722,Cambodia,2019,1061,,,,,,,
12501,Cambodia,2015,1062,,,,,,,
18764,Cambodia,2017,1062,,,,,,,
10880,Cambodia,2015,1063,,,,,,,
16539,Cambodia,2016,1063,,,,,,,
23689,Cambodia,2017,1063,,,,,,,
30741,Cambodia,2018,1063,,,,,,,
37827,Cambodia,2019,1063,,,,,,,
41422,Cambodia,2021,1063,,,,,,,
9776,Cambodia,2015,1064,,,,,,,
15652,Cambodia,2016,1064,,,,,,,
26156,Cambodia,2018,1064,,,,,,,
32049,Cambodia,2019,1064,,,,,,,
38771,Cambodia,2020,1064,,,,,,,
42338,Cambodia,2021,1064,,,,,,,
11719,Cambodia,2015,1065,,,,,,,
18001,Cambodia,2016,1065,,,,,,,
23662,Cambodia,2017,1065,,,,,,,
37710,Cambodia,2019,1065,,,,,,,
41290,Cambodia,2021,1065,,,,,,,
11703,Cambodia,2015,1066,,,,,,,
17676,Cambodia,2016,1066,,,,,,,
23851,Cambodia,2017,1066,,,,,,,
32177,Cambodia,2019,1066,,,,,,,
38365,Cambodia,2020,1066,,,,,,,
43036,Cambodia,2021,1066,,,,,,,
15783,Cambodia,2016,1067,,,,,,,
22839,Cambodia,2017,1067,,,,,,,
29830,Cambodia,2018,1067,,,,,,,
36973,Cambodia,2019,1067,,,,,,,
41527,Cambodia,2021,1067,,,,,,,
13825,Cambodia,2016,1068,Adida,,,,,,
20071,Cambodia,2017,1068,,,,,,,
28157,Cambodia,2018,1068,Adida,,,,,,
38645,Cambodia,2020,1068,Adida,,,,,,
42598,Cambodia,2021,1068,Adida,,,,,,
10338,Cambodia,2015,1069,,,,,,,
16658,Cambodia,2016,1069,,,,,,,
24643,Cambodia,2018,1069,,,,,,,
33994,Cambodia,2019,1069,,,,,,,
41379,Cambodia,2021,1069,,,,,,,
15327,Cambodia,2016,1070,Timberland,,,,,,
21954,Cambodia,2017,1070,Timberland,,,,,,
29492,Cambodia,2018,1070,Timberland,,,,,,
36477,Cambodia,2019,1070,,,,,,,
41575,Cambodia,2021,1070,Timberland,,,,,,
11301,Cambodia,2015,1071,,,,,,,
10469,Cambodia,2015,1073,,,,,,,
18628,Cambodia,2017,1073,,,,,,,
15256,Cambodia,2016,1074,Garan,,,,,,
21597,Cambodia,2017,1074,Garan,,,,,,
29188,Cambodia,2018,1074,Garan,,,,,,
35641,Cambodia,2019,1074,,,,,,,
40141,Cambodia,2020,1074,Garan,,,,,,
43464,Cambodia,2021,1074,Garan,,,,,,
11299,Cambodia,2015,1078,,,,,,,
16017,Cambodia,2016,1078,,,,,,,
22449,Cambodia,2017,1078,,,,,,,
30838,Cambodia,2018,1078,,,,,,,
42220,Cambodia,2021,1078,,,,,,,
9705,Cambodia,2015,1079,,,,,,,
10359,Cambodia,2015,1080,Adidas,,,,,,
15906,Cambodia,2016,1080,,,,,,,
21456,Cambodia,2017,1080,Adidas,,,,,,
30675,Cambodia,2018,1080,Adidas,,,,,,
43098,Cambodia,2021,1080,Adidas,,,,,,
10054,Vietnam,2015,1081,Chico's,Torrid,Johns,,,,
20106,Vietnam,2017,1081,Chico's,Torrid,Johns,,,,
